trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
550,False,"{'a': 0.5, 'e': 0.0039751821046851345}",20,6,24.079775959917136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.003935430283638283}",20,2,8.349689065650805,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.0038960759808019003}",30,12,-7.68580073150966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
553,False,"{'a': 0.5, 'e': 0.003857115220993881}",25,10,24.594997812294235,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.003818544068783942}",20,14,14.469811839105468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.0037803586280961026}",25,3,34.525665919278005,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.0037425550418151415}",30,11,20.40808447213883,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.00370512949139699}",20,14,12.742052914792724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.0036680781964830204}",30,18,20.91924281784721,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.00363139741451819}",30,7,39.89389094233993,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.003595083440373008}",25,14,20.623943043194107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.003559132605969278}",20,12,14.814455785421591,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.003523541279909585}",20,12,17.70098053844221,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.003488305867110489}",20,11,18.186396102097238,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.0034534228084393843}",25,20,9.651962678043112,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.0034188885803549903}",25,20,12.291435236816607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.0033846996945514404}",20,13,12.38905780587407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.003350852697605926}",20,8,23.108881484712597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.0033173441706298664}",25,19,11.957172364382465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.0032841707289235677}",30,19,15.549461782521973,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.0032513290216343318}",20,14,8.973709384443175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.0032188157314179885}",25,5,30.760157104555294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.003186627574103809}",20,6,-16.825200162334088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
573,False,"{'a': 0.5, 'e': 0.0031547612983627705}",20,7,19.108426990981744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.003123213685379143}",20,11,-5.44215977655806,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.0030919815485253516}",20,0,26.107051706500062,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
576,False,"{'a': 0.5, 'e': 0.003061061733040098}",30,15,28.941951267222848,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.003030451115709697}",20,10,19.466529267250962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.0030001466045526}",20,6,23.883047956344164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.002970145138507074}",30,15,25.83689023485104,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.002940443687122003}",30,16,29.981435444018274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.002911039250250783}",30,15,25.29536836619486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.0028819288577482754}",20,1,18.016113435309702,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.0028531095691707925}",20,15,3.0679938502962054,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.0028245784734790844}",25,13,23.55439765955364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.0027963326887442937}",20,10,19.186878260721954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.0027683693618568506}",20,12,13.640003354564252,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.002740685668238282}",25,8,31.959088632538183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.0027132788115558993}",25,16,20.346248792385207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.0026861460234403403}",20,15,12.098823803825915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.002659284563205937}",20,13,12.55738900700111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.0026326917175738774}",20,16,8.104063589139175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.0026063648003981387}",20,13,11.910694308224285,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0025803011523941573}",25,10,25.92225625295313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.0025544981408702158}",20,14,11.992961562459605,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.0025289531594615135}",35,8,40.750153168614965,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.0025036636278668984}",20,12,17.54830111900963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.0024786269915882293}",20,16,7.520410353012756,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.002453840721672347}",35,20,27.552190453038357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.0024293023144556234}",25,14,21.29944400121836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.002405009291311067}",25,11,26.494733771935312,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.0023809591983979563}",20,7,21.127091593742108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.0023571496064139765}",30,0,45.84161170569385,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
603,False,"{'a': 0.5, 'e': 0.0023335781103498367}",20,14,10.848383562009861,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.002310242329246338}",20,0,33.062468740077335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
605,False,"{'a': 0.5, 'e': 0.002287139905953875}",20,0,31.181308019080888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.0022642685068943362}",30,15,24.40160740201492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.002241625821825393}",20,5,28.630568924543375,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.002219209563607139}",20,12,15.25474844667244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.0021970174679710676}",25,14,21.61438998704653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.0021750472932913567}",20,8,19.66261560864124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.0021532968203584434}",30,20,19.05139795273488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.002131763852154859}",25,15,18.6085508720735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.0021104462136333105}",20,3,22.4206260637266,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.0020893417514969773}",20,10,21.912583563299695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.0020684483339820075}",35,24,22.682678284115383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.0020477638506421875}",30,0,44.61140518174282,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.0020272862121357657}",20,0,32.78988318789347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.002007013350014408}",20,12,14.23645623375791,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.0019869432165142637}",20,14,10.084191689671979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.001967073784349121}",25,2,40.634913190889435,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.0019474030465056298}",20,10,17.816820017840392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.0019279290160405735}",20,13,12.000031345504917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.0019086497258801677}",25,17,16.37754486654525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.0018895632286213661}",20,9,-21.47587400657722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.5, 'e': 0.0018706675963351524}",20,1,27.97970153964195,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.0018519609203718008}",30,12,35.24382435421863,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.0018334413111680827}",20,0,32.67418360153523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
628,False,"{'a': 0.5, 'e': 0.001815106898056402}",30,14,30.921239569142625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.001796955829075838}",30,16,25.226670196770865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.0017789862707850797}",25,15,15.481065068520364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.5, 'e': 0.001761196408077229}",25,3,-7.966377449556092,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
632,False,"{'a': 0.5, 'e': 0.0017435844439964566}",25,19,12.024416692722326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.001726148599556492}",20,6,23.07976366406722,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.001708887113560927}",25,16,16.9137102270886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.0016917982424253177}",25,8,35.55815232408946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.0016748802600010644}",30,14,30.855845263355157,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.0016581314574010539}",30,13,26.79569792193988,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.0016415501428270432}",25,15,21.101694050515526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.0016251346413987727}",25,13,22.655105765174383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.001608883294984785}",20,4,28.762827737141972,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.0015927944620349372}",20,2,28.209446013292045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.0015768665174145879}",25,20,9.14072808567339,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.001561097852240442}",25,16,19.029316620800813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.0015454868737180376}",20,0,32.939352659976905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.0015300320049808573}",20,8,19.794793600793103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.0015147316849310488}",20,0,30.235328283612084,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
647,False,"{'a': 0.5, 'e': 0.0014995843680817383}",20,15,9.434170755750348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.001484588524400921}",25,14,24.81236721866036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.0014697426391569117}",30,21,16.557582011084946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.0014550452127653425}",25,14,20.401987112581935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.0014404947606376892}",25,7,34.644545749108445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.0014260898130313124}",30,19,19.209204156696902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.0014118289149009993}",30,8,36.185869130836046,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.0013977106257519892}",25,17,14.116551864509493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.0013837335194944694}",25,0,44.27880412403352,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.5, 'e': 0.0013698961842995246}",30,13,30.433923874359493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.0013561972224565293}",25,12,29.156348592954252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.001342635250231964}",30,12,32.64470676881518,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.0013292088977296444}",20,8,20.05960965543702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.001315916808752348}",30,9,36.48947356042688,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.0013027576406648245}",25,15,18.759244112768467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.0012897300642581763}",25,10,26.61558856896671,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.0012768327636155945}",25,13,22.433462713376073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.0012640644359794386}",35,16,31.081291742157212,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.0012514237916196442}",25,2,38.8579078710212,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.0012389095537034477}",20,16,9.273326895128168,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.0012265204581664133}",35,22,22.540927217043073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.0012142552535847491}",25,13,23.83057233925385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.0012021127010489016}",25,13,23.663962438723534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.0011900915740384126}",25,15,16.31408008943369,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.0011781906582980285}",25,13,21.615176736942633,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.0011664087517150481}",25,2,32.54132418301371,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.0011547446641978977}",25,10,30.35274138981718,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.0011431972175559187}",20,6,3.6990729371211404,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.0011317652453803595}",30,17,22.535636179002488,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.0011204475929265558}",20,7,24.336837733821987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.0011092431169972903}",20,3,28.577241076591243,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.0010981506858273175}",25,5,39.47104909127203,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.0010871691789690443}",20,0,26.606234598666358,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
680,False,"{'a': 0.5, 'e': 0.0010762974871793539}",30,12,28.675689930720946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.0010655345123075602}",20,10,18.250506489561143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.0010548791671844847}",25,7,30.444735873379457,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.0010443303755126399}",25,7,33.25908084423093,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.0010338870717575134}",20,8,23.38122813682097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.0010235482010399382}",20,12,10.513504889308797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.0010133127190295388}",20,9,21.586395743832487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.0010031795918392433}",30,13,34.024809359535034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.000993147795920851}",25,13,23.40771401005659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,14,19.107820084838078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,20,9.73427283372297,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,7,22.74744346723721,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,3,39.79532519678498,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,10,19.916371472400442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,8,18.910378766904454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,0,28.956990863203785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",25,9,31.456133090828843,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,3,35.79210504457353,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,7,32.77378217469488,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
